,question_text,subject,topic,avg_score,correct_percentage,num_students_attempted,num_students_correct,time_taken_minutes,bloom_level,difficulty
1552,Critically examine the role of Structure of the Atom in the current socio-political scenario.,Chemistry,Structure of the Atom,24.1,0.24,556.0,133.0,15.0,Evaluate,Hard
1553,How does The Rise of Nationalism in Europe affect the overall outcome of the process? Explain.,History,The Rise of Nationalism in Europe,49.9,0.5,386.0,192.0,9.0,Analyze,Medium
1564,Design an experiment to demonstrate the properties of Sectors of the Indian Economy.,Economics,Sectors of the Indian Economy,31.1,0.31,432.0,134.0,16.0,Create,Hard
1572,Mention the main components of Boolean Algebra.,Computer Science,Boolean Algebra,76.9,0.77,342.0,262.0,4.0,Remember,Easy
1574,Suggest three measures to improve the efficiency of HTML/CSS Structure.,Computer Science,HTML/CSS Structure,21.1,0.21,241.0,50.0,18.0,Create,Hard
1587,Suggest three measures to improve the efficiency of Linear Equations in Two Variables.,Mathematics,Linear Equations in Two Variables,39.1,0.39,311.0,121.0,10.0,Create,Hard
1592,Calculate the value of Our Environment given the standard parameters.,Biology,Our Environment,52.0,0.52,334.0,173.0,6.0,Apply,Medium
1606,"Differentiate between Print Culture and the Modern World and its alternative, giving three points of distinction.",History,Print Culture and the Modern World,54.3,0.54,225.0,122.0,8.0,Analyze,Medium
1611,Discuss the challenges faced during the implementation of Lifelines of National Economy in a developing country.,Geography,Lifelines of National Economy,21.3,0.21,187.0,39.0,13.0,Evaluate,Hard
1614,Mention the main components of Money and Credit.,Economics,Money and Credit,80.0,0.8,429.0,343.0,2.0,Remember,Easy
1622,Mention the main components of Cyber Safety.,Computer Science,Cyber Safety,71.5,0.72,192.0,137.0,4.0,Remember,Easy
1635,A student performs an experiment on Probability. What observations would they record?,Mathematics,Probability,45.4,0.45,370.0,167.0,8.0,Apply,Medium
1642,Critically examine the role of Cell Structure and Functions in the current socio-political scenario.,Biology,Cell Structure and Functions,17.1,0.17,576.0,98.0,11.0,Evaluate,Hard
1643,Write any two characteristics of Tissues.,Biology,Tissues,84.1,0.84,513.0,431.0,2.0,Understand,Easy
1644,Analyze the impact of Diversity in Living Organisms on the Indian economy over the last decade.,Biology,Diversity in Living Organisms,34.1,0.34,587.0,200.0,10.0,Evaluate,Hard
1645,Calculate the value of Chemical Reactions and Equations given the standard parameters.,Chemistry,Chemical Reactions and Equations,59.2,0.59,599.0,354.0,5.0,Apply,Medium
1649,Why is Periodic Classification of Elements considered essential for the functioning of the system?,Chemistry,Periodic Classification of Elements,50.5,0.51,572.0,289.0,7.0,Analyze,Medium
1671,"Differentiate between Cyber Safety and its alternative, giving three points of distinction.",Computer Science,Cyber Safety,55.2,0.55,206.0,113.0,5.0,Analyze,Medium
1673,State the law of Electric Current and Circuits.,Physics,Electric Current and Circuits,86.0,0.86,403.0,346.0,2.0,Remember,Easy
1675,Explain the process of Magnetic Effects of Current with the help of a labeled diagram.,Physics,Magnetic Effects of Current,67.7,0.68,563.0,381.0,5.0,Apply,Medium
1680,Critically examine the role of Arithmetic Progressions in the current socio-political scenario.,Mathematics,Arithmetic Progressions,29.0,0.29,200.0,58.0,14.0,Evaluate,Hard
1683,Define the term Surface Areas and Volumes. Mention its SI unit.,Mathematics,Surface Areas and Volumes,70.7,0.71,353.0,249.0,2.0,Remember,Easy
1688,How does Control and Coordination affect the overall outcome of the process? Explain.,Biology,Control and Coordination,59.7,0.6,586.0,350.0,8.0,Analyze,Medium
1689,State the law of Heredity and Evolution.,Biology,Heredity and Evolution,73.8,0.74,551.0,406.0,3.0,Remember,Easy
1696,Mention the main components of Metals and Non-metals.,Chemistry,Metals and Non-metals,89.3,0.89,569.0,508.0,2.0,Remember,Easy
1700,Critically examine the role of The Rise of Nationalism in Europe in the current socio-political scenario.,History,The Rise of Nationalism in Europe,15.9,0.16,516.0,82.0,14.0,Evaluate,Hard
1701,Explain the process of Nationalism in India with the help of a labeled diagram.,History,Nationalism in India,53.6,0.54,215.0,115.0,5.0,Apply,Medium
1704,Discuss the challenges faced during the implementation of Print Culture and the Modern World in a developing country.,History,Print Culture and the Modern World,43.9,0.44,430.0,188.0,15.0,Evaluate,Hard
1710,Analyze the impact of Development on the Indian economy over the last decade.,Economics,Development,22.7,0.23,422.0,95.0,16.0,Evaluate,Hard
1721,Critically examine the role of HTML/CSS Structure in the current socio-political scenario.,Computer Science,HTML/CSS Structure,35.9,0.36,471.0,169.0,15.0,Evaluate,Hard
1733,Why is Probability considered essential for the functioning of the system?,Mathematics,Probability,65.9,0.66,490.0,323.0,5.0,Analyze,Medium
1742,Discuss the challenges faced during the implementation of Diversity in Living Organisms in a developing country.,Biology,Diversity in Living Organisms,41.1,0.41,259.0,106.0,15.0,Evaluate,Hard
1755,Define the term Agriculture. Mention its SI unit.,Geography,Agriculture,75.9,0.76,460.0,349.0,4.0,Remember,Easy
1769,Design an experiment to demonstrate the properties of Cyber Safety.,Computer Science,Cyber Safety,30.1,0.3,165.0,49.0,15.0,Create,Hard
1774,State the law of Human Eye and Colourful World.,Physics,Human Eye and Colourful World,72.3,0.72,175.0,126.0,4.0,Remember,Easy
1783,Discuss the challenges faced during the implementation of Linear Equations in Two Variables in a developing country.,Mathematics,Linear Equations in Two Variables,35.3,0.35,272.0,96.0,10.0,Evaluate,Hard
1787,Suggest three measures to improve the efficiency of Heredity and Evolution.,Biology,Heredity and Evolution,16.4,0.16,508.0,83.0,14.0,Create,Hard
1795,Define the term Carbon and its Compounds. Mention its SI unit.,Chemistry,Carbon and its Compounds,81.9,0.82,363.0,297.0,2.0,Remember,Easy
1800,How does The Making of a Global World affect the overall outcome of the process? Explain.,History,The Making of a Global World,45.8,0.46,558.0,255.0,9.0,Analyze,Medium
1817,Explain the process of Boolean Algebra with the help of a labeled diagram.,Computer Science,Boolean Algebra,49.2,0.49,479.0,235.0,5.0,Apply,Medium
1828,Explain the process of Trigonometric Identities with the help of a labeled diagram.,Mathematics,Trigonometric Identities,67.5,0.68,216.0,145.0,9.0,Apply,Medium
1835,What is meant by Control and Coordination? Give one example.,Biology,Control and Coordination,76.1,0.76,510.0,388.0,2.0,Remember,Easy
1845,How does Periodic Classification of Elements affect the overall outcome of the process? Explain.,Chemistry,Periodic Classification of Elements,56.7,0.57,441.0,250.0,9.0,Analyze,Medium
1849,Mention the main components of The Making of a Global World.,History,The Making of a Global World,91.1,0.91,242.0,220.0,3.0,Remember,Easy
1860,Discuss the challenges faced during the implementation of Globalization and the Indian Economy in a developing country.,Economics,Globalization and the Indian Economy,41.8,0.42,552.0,230.0,15.0,Evaluate,Hard
1875,A student performs an experiment on Gravitation. What observations would they record?,Physics,Gravitation,63.3,0.63,259.0,164.0,6.0,Apply,Medium
1899,"In the context of The Age of Industrialisation, evaluate the statement: 'Prevention is better than cure.'",History,The Age of Industrialisation,36.0,0.36,348.0,125.0,17.0,Evaluate,Hard
1900,Why is Print Culture and the Modern World considered essential for the functioning of the system?,History,Print Culture and the Modern World,66.4,0.66,472.0,313.0,9.0,Analyze,Medium
1901,Discuss the challenges faced during the implementation of Resources and Development in a developing country.,Geography,Resources and Development,38.1,0.38,280.0,106.0,16.0,Evaluate,Hard
1923,Why is Work and Energy considered essential for the functioning of the system?,Physics,Work and Energy,51.6,0.52,588.0,303.0,5.0,Analyze,Medium
1933,Why is Control and Coordination considered essential for the functioning of the system?,Biology,Control and Coordination,57.0,0.57,180.0,102.0,9.0,Analyze,Medium
1942,What is meant by Carbon and its Compounds? Give one example.,Chemistry,Carbon and its Compounds,85.6,0.86,186.0,159.0,2.0,Remember,Easy
1945,Discuss the challenges faced during the implementation of The Rise of Nationalism in Europe in a developing country.,History,The Rise of Nationalism in Europe,30.0,0.3,189.0,56.0,12.0,Evaluate,Hard
1946,"In the context of Nationalism in India, evaluate the statement: 'Prevention is better than cure.'",History,Nationalism in India,16.1,0.16,291.0,46.0,16.0,Evaluate,Hard
1954,What is meant by Lifelines of National Economy? Give one example.,Geography,Lifelines of National Economy,71.3,0.71,404.0,287.0,3.0,Remember,Easy
1955,Design an experiment to demonstrate the properties of Development.,Economics,Development,23.6,0.24,157.0,37.0,11.0,Create,Hard
1956,How does Sectors of the Indian Economy affect the overall outcome of the process? Explain.,Economics,Sectors of the Indian Economy,64.8,0.65,387.0,250.0,8.0,Analyze,Medium
1980,Analyze the impact of Triangles and Circles on the Indian economy over the last decade.,Mathematics,Triangles and Circles,34.2,0.34,495.0,169.0,17.0,Evaluate,Hard
1983,"In the context of Heredity and Evolution, evaluate the statement: 'Prevention is better than cure.'",Biology,Heredity and Evolution,27.3,0.27,180.0,49.0,13.0,Evaluate,Hard
1985,How does Cell Structure and Functions affect the overall outcome of the process? Explain.,Biology,Cell Structure and Functions,65.4,0.65,597.0,390.0,6.0,Analyze,Medium
1991,Write any two characteristics of Carbon and its Compounds.,Chemistry,Carbon and its Compounds,89.6,0.9,198.0,177.0,2.0,Understand,Easy
2006,Discuss the challenges faced during the implementation of Money and Credit in a developing country.,Economics,Money and Credit,40.1,0.4,436.0,174.0,11.0,Evaluate,Hard
2013,State the law of Boolean Algebra.,Computer Science,Boolean Algebra,87.6,0.88,443.0,387.0,2.0,Remember,Easy
2020,Mention the main components of Motion and Laws of Motion.,Physics,Motion and Laws of Motion,74.7,0.75,319.0,238.0,3.0,Remember,Easy
2022,Design an experiment to demonstrate the properties of Gravitation.,Physics,Gravitation,41.0,0.41,343.0,140.0,19.0,Create,Hard
2036,Suggest three measures to improve the efficiency of Diversity in Living Organisms.,Biology,Diversity in Living Organisms,23.0,0.23,259.0,59.0,13.0,Create,Hard
2052,"Differentiate between Lifelines of National Economy and its alternative, giving three points of distinction.",Geography,Lifelines of National Economy,67.6,0.68,332.0,224.0,5.0,Analyze,Medium
2079,Why is Life Processes considered essential for the functioning of the system?,Biology,Life Processes,63.8,0.64,542.0,345.0,7.0,Analyze,Medium
2091,How is Structure of the Atom different from other concepts in this category?,Chemistry,Structure of the Atom,90.7,0.91,460.0,417.0,2.0,Understand,Easy
2093,How is Nationalism in India different from other concepts in this category?,History,Nationalism in India,79.8,0.8,238.0,189.0,3.0,Understand,Easy
2102,How is Development different from other concepts in this category?,Economics,Development,86.9,0.87,276.0,239.0,4.0,Understand,Easy
2107,"In the context of C++ Programming, evaluate the statement: 'Prevention is better than cure.'",Computer Science,C++ Programming,16.8,0.17,476.0,80.0,13.0,Evaluate,Hard
2118,What is meant by Motion and Laws of Motion? Give one example.,Physics,Motion and Laws of Motion,88.8,0.89,487.0,432.0,4.0,Remember,Easy
2129,How is Control and Coordination different from other concepts in this category?,Biology,Control and Coordination,70.9,0.71,365.0,258.0,2.0,Understand,Easy
2146,Define the term Resources and Development. Mention its SI unit.,Geography,Resources and Development,78.8,0.79,355.0,279.0,3.0,Remember,Easy
2165,How is Magnetic Effects of Current different from other concepts in this category?,Physics,Magnetic Effects of Current,91.5,0.91,282.0,257.0,3.0,Understand,Easy
2182,Calculate the value of Tissues given the standard parameters.,Biology,Tissues,51.9,0.52,395.0,205.0,6.0,Apply,Medium
2199,Mention the main components of Lifelines of National Economy.,Geography,Lifelines of National Economy,72.5,0.72,334.0,242.0,3.0,Remember,Easy
2220,State the law of Trigonometric Identities.,Mathematics,Trigonometric Identities,71.7,0.72,372.0,266.0,2.0,Remember,Easy
2221,Mention the main components of Coordinate Geometry.,Mathematics,Coordinate Geometry,80.8,0.81,392.0,316.0,3.0,Remember,Easy
2226,How is Life Processes different from other concepts in this category?,Biology,Life Processes,84.4,0.84,385.0,324.0,4.0,Understand,Easy
2232,"In the context of Diversity in Living Organisms, evaluate the statement: 'Prevention is better than cure.'",Biology,Diversity in Living Organisms,28.5,0.28,325.0,92.0,16.0,Evaluate,Hard
2236,Critically examine the role of Carbon and its Compounds in the current socio-political scenario.,Chemistry,Carbon and its Compounds,24.8,0.25,323.0,80.0,10.0,Evaluate,Hard
2243,Suggest three measures to improve the efficiency of Print Culture and the Modern World.,History,Print Culture and the Modern World,35.9,0.36,425.0,152.0,12.0,Create,Hard
2245,Critically examine the role of Agriculture in the current socio-political scenario.,Geography,Agriculture,20.1,0.2,550.0,110.0,13.0,Evaluate,Hard
2266,Explain the process of Work and Energy with the help of a labeled diagram.,Physics,Work and Energy,50.0,0.5,296.0,148.0,9.0,Apply,Medium
2270,Design an experiment to demonstrate the properties of Coordinate Geometry.,Mathematics,Coordinate Geometry,28.9,0.29,512.0,147.0,11.0,Create,Hard
2274,What is meant by Triangles and Circles? Give one example.,Mathematics,Triangles and Circles,77.8,0.78,443.0,344.0,2.0,Remember,Easy
2293,Design an experiment to demonstrate the properties of Resources and Development.,Geography,Resources and Development,32.2,0.32,432.0,139.0,17.0,Create,Hard
